word1	word2	POS	SimLex999	conc(w1)	conc(w2)	concQ	Assoc(USF)	SimAssoc333	SD(SimLex)
multiply	add	V	2.7	2.79	3	2	0.5	1	1.8
shrink	grow	V	0.23	3.55	3.03	2	0.5	1	1.2
arrive	leave	V	1.33	3.22	2.53	2	0.49	1	1.48
succeed	try	V	3.98	2.33	2.22	1	0.48	1	1.35
arrive	come	V	7.05	3.22	2.72	2	0.48	1	1.56
kill	choke	V	4.92	3.9	3.97	3	0.41	0	1.48
participate	join	V	7.7	2.59	2.86	2	0.39	0	1.69
leave	remain	V	2.53	2.53	1.96	1	0.34	0	1.36
forget	learn	V	1.18	2.04	2.2	1	0.33	0	1.65
appoint	elect	V	8.17	2.24	2.41	1	0.33	0	1.51
engage	marry	V	5.43	2.07	3.03	1	0.33	0	1.12
analyze	evaluate	V	8.03	2.3	1.85	1	0.28	0	0.49
argue	rationalize	V	4.2	2.75	1.52	1	0.28	0	1.21
compare	analyze	V	8.1	2.52	2.3	1	0.28	0	0.84
destroy	construct	V	0.92	3.08	2.6	2	0.28	0	1.78
kill	hang	V	4.45	3.9	3.7	3	0.28	0	1.43
give	deny	V	1.43	2.83	2.2	1	0.27	0	1.36
deserve	earn	V	5.8	1.69	2.39	1	0.23	0	0.62
locate	find	V	8.73	2.97	2.63	2	0.22	0	1.54
appear	attend	V	6.28	3.13	3.17	2	0.22	0	1.47
pretend	imagine	V	8.47	2.11	1.53	1	0.21	0	1.63
satisfy	please	V	7.67	2.04	1.64	1	0.21	0	1.74
argue	differ	V	5.15	2.75	1.59	1	0.21	0	1.22
overcome	dominate	V	6.25	2.28	2.12	1	0.21	0	1.58
behave	obey	V	7.3	1.78	2.67	1	0.21	0	1.24
cooperate	participate	V	6.43	1.87	2.59	1	0.21	0	1.5
achieve	try	V	4.42	2.29	2.22	1	0.21	0	1.14
fail	discourage	V	3.33	3	1.9	1	0.21	0	1.2
come	bring	V	2.42	2.72	2.55	2	0.21	0	1.03
declare	announce	V	9.08	2	3.31	2	0.21	0	1.56
proclaim	announce	V	8.18	2.36	3.31	2	0.21	0	1.58
acquire	obtain	V	8.57	2.93	3	2	0.21	0	1.96
find	disappear	V	0.77	2.63	2.86	2	0.2	0	1.04
inspect	examine	V	8.75	3.31	2.86	2	0.2	0	1.39
verify	justify	V	4.08	2.1	1.45	1	0.17	0	1.11
learn	evaluate	V	4.17	2.2	1.85	1	0.17	0	0.88
argue	justify	V	5	2.75	1.45	1	0.17	0	1.13
discover	originate	V	4.83	2.37	2.23	1	0.17	0	1.33
achieve	succeed	V	7.5	2.29	2.33	1	0.17	0	1.29
give	put	V	3.65	2.83	2.5	2	0.17	0	1.47
expand	grow	V	8.27	3.36	3.03	2	0.17	0	1.28
forgive	forget	V	3.92	1.92	2.04	1	0.14	0	1.5
understand	forgive	V	4.87	2.28	1.92	1	0.14	0	1.32
remind	forget	V	0.87	2.19	2.04	1	0.14	0	1.56
realize	discover	V	7.47	2.03	2.37	1	0.14	0	0.59
require	inquire	V	1.82	2.07	2.38	1	0.14	0	1.06
think	inquire	V	4.77	2.41	2.38	1	0.14	0	1.23
reject	avoid	V	4.78	2.4	2.41	1	0.14	0	1.36
argue	persuade	V	6.23	2.75	2.07	1	0.14	0	1.7
pursue	persuade	V	3.17	2.83	2.07	1	0.14	0	1.39
investigate	examine	V	8.1	2.27	2.86	1	0.14	0	1.31
owe	lend	V	2.32	2.07	3.07	1	0.14	0	0.82
explore	discover	V	8.48	2.9	2.37	2	0.14	0	1.33
complain	argue	V	4.8	2.6	2.75	2	0.14	0	0.9
withdraw	reject	V	6.38	3.04	2.4	2	0.14	0	1.97
arrange	organize	V	8.27	2.79	2.72	2	0.14	0	1.1
reduce	shrink	V	8.02	2	3.55	2	0.14	0	1.82
kill	defend	V	2.63	3.9	2.31	2	0.14	0	0.85
disappear	shrink	V	5.8	2.86	3.55	2	0.14	0	1
deliver	carry	V	3.88	3.12	4.04	2	0.14	0	1.44
breathe	choke	V	1.37	4.07	3.97	3	0.14	0	2.02
acknowledge	notify	V	5.3	2.03	3.04	1	0.13	0	0.62
pretend	seem	V	4.68	2.11	1.75	1	0.11	0	1.63
contemplate	think	V	8.82	1.71	2.41	1	0.11	0	1.59
please	entertain	V	5	1.64	2.55	1	0.11	0	0.71
pretend	portray	V	7.03	2.11	2.18	1	0.11	0	1.64
want	choose	V	4.78	1.93	2.62	1	0.11	0	1.56
try	think	V	2.62	2.22	2.41	1	0.11	0	1.45
leave	ignore	V	4.42	2.53	2.22	1	0.11	0	1.33
leave	wander	V	3.57	2.53	2.28	1	0.11	0	1.33
give	allow	V	5.15	2.83	2.41	2	0.11	0	1.32
absorb	learn	V	5.48	3.11	2.2	2	0.11	0	1.16
acquire	find	V	6.38	2.93	2.63	2	0.11	0	1.74
leave	appear	V	0.97	2.53	3.13	2	0.11	0	1.45
collect	save	V	6.67	3.34	2.42	2	0.11	0	0.44
replace	restore	V	5.73	3	2.79	2	0.11	0	1.08
join	add	V	8.1	2.86	3	2	0.11	0	0.88
join	marry	V	5.35	2.86	3.03	2	0.11	0	1.41
attach	join	V	7.75	3.33	2.86	2	0.11	0	0.94
put	hang	V	3	2.5	3.7	2	0.11	0	1.49
communicate	pray	V	3.55	3.43	3.21	2	0.11	0	1.38
give	steal	V	0.5	2.83	3.84	2	0.11	0	0.62
bring	restore	V	2.62	2.55	2.79	2	0.1	0	0.74
comprehend	satisfy	V	2.55	1.86	2.04	1	0	0	1
cooperate	join	V	5.18	1.87	2.86	1	0	0	0.36
arrange	require	V	0.98	2.79	2.07	1	0	0	1.72
investigate	pursue	V	7.15	2.27	2.83	1	0	0	0.56
ignore	explore	V	0.4	2.22	2.9	1	0	0	1.19
bring	complain	V	0.98	2.55	2.6	1	0	0	1.57
enter	owe	V	0.68	3.12	2.07	1	0	0	1.67
portray	notify	V	0.78	2.18	3.04	2	0	0	1.17
absorb	possess	V	5	3.11	2.6	2	0	0	1.15
join	acquire	V	2.85	2.86	2.93	2	0	0	0.99
gather	attend	V	4.8	2.75	3.17	2	0	0	1.97
absorb	withdraw	V	2.97	3.11	3.04	2	0	0	1.75
attend	arrive	V	6.08	3.17	3.22	2	0	0	1.18
