good better rough JJ_JJR rougher
oldest older lightest JJS_JJR lighter
older oldest lighter JJR_JJS lightest
old oldest short JJ_JJS shortest
oldest old shortest JJS_JJ short
oldest older shortest JJS_JJR shorter
older oldest shorter JJR_JJS shortest
old older few JJ_JJR fewer
older old fewer JJR_JJ few
old oldest few JJ_JJS fewest
oldest old fewest JJS_JJ few
oldest older fewest JJS_JJR fewer
older oldest fewer JJR_JJS fewest
old older sharp JJ_JJR sharper
older old sharper JJR_JJ sharp
old oldest sharp JJ_JJS sharpest
oldest old sharpest JJS_JJ sharp
oldest older sharpest JJS_JJR sharper
older oldest sharper JJR_JJS sharpest
old older tall JJ_JJR taller
older old taller JJR_JJ tall
old oldest tall JJ_JJS tallest
oldest old tallest JJS_JJ tall
oldest older tallest JJS_JJR taller
older oldest taller JJR_JJS tallest
small smaller smooth JJ_JJR smoother
smaller small smoother JJR_JJ smooth
small smaller nice JJ_JJR nicer
smaller small nicer JJR_JJ nice
small smallest nice JJ_JJS nicest
smallest small nicest JJS_JJ nice
small smaller broad JJ_JJR broader
smaller small broader JJR_JJ broad
small smallest broad JJ_JJS broadest
smallest small broadest JJS_JJ broad
small smaller great JJ_JJR greater
smaller small greater JJR_JJ great
small smallest great JJ_JJS greatest
smallest small greatest JJS_JJ great
smallest smaller greatest JJS_JJR greater
smaller smallest greater JJR_JJS greatest
easy easier wild JJ_JJR wilder
easier easy wilder JJR_JJ wild
easy easiest wild JJ_JJS wildest
easiest easy wildest JJS_JJ wild
easy easier smooth JJ_JJR smoother
easier easy smoother JJR_JJ smooth
easy easier lean JJ_JJR leaner
easier easy leaner JJR_JJ lean
easy easier clean JJ_JJR cleaner
easier easy cleaner JJR_JJ clean
easy easiest clean JJ_JJS cleanest
easiest easy cleanest JJS_JJ clean
easiest easier cleanest JJS_JJR cleaner
easier easiest cleaner JJR_JJS cleanest
early earlier narrow JJ_JJR narrower
earlier early narrower JJR_JJ narrow
early earliest narrow JJ_JJS narrowest
earliest early narrowest JJS_JJ narrow
early earlier cold JJ_JJR colder
earlier early colder JJR_JJ cold
early earliest cold JJ_JJS coldest
earliest early coldest JJS_JJ cold
early earlier deep JJ_JJR deeper
earlier early deeper JJR_JJ deep
early earliest deep JJ_JJS deepest
earliest early deepest JJS_JJ deep
earliest earlier deepest JJS_JJR deeper
earlier earliest deeper JJR_JJS deepest
early earlier tall JJ_JJR taller
earlier early taller JJR_JJ tall
early earliest tall JJ_JJS tallest
earliest early tallest JJS_JJ tall
young younger quick JJ_JJR quicker
younger young quicker JJR_JJ quick
young youngest quick JJ_JJS quickest
youngest young quickest JJS_JJ quick
youngest younger quickest JJS_JJR quicker
younger youngest quicker JJR_JJS quickest
young younger narrow JJ_JJR narrower
younger young narrower JJR_JJ narrow
young youngest narrow JJ_JJS narrowest
youngest young narrowest JJS_JJ narrow
youngest younger narrowest JJS_JJR narrower
younger youngest narrower JJR_JJS narrowest
young younger deep JJ_JJR deeper
younger young deeper JJR_JJ deep
youngest younger deepest JJS_JJR deeper
younger youngest deeper JJR_JJS deepest
young younger tall JJ_JJR taller
younger young taller JJR_JJ tall
young youngest tall JJ_JJS tallest
youngest young tallest JJS_JJ tall
youngest younger tallest JJS_JJR taller
younger youngest taller JJR_JJS tallest
long longer kind JJ_JJR kinder
longer long kinder JJR_JJ kind
long longer heavy JJ_JJR heavier
longer long heavier JJR_JJ heavy
long longest heavy JJ_JJS heaviest
longest long heaviest JJS_JJ heavy
longest longer heaviest JJS_JJR heavier
longer longest heavier JJR_JJS heaviest
long longer lean JJ_JJR leaner
longer long leaner JJR_JJ lean
long longer smart JJ_JJR smarter
longer long smarter JJR_JJ smart
long longest smart JJ_JJS smartest
longest long smartest JJS_JJ smart
longest longer smartest JJS_JJR smarter
longer longest smarter JJR_JJS smartest
bad worse mild JJ_JJR milder
worse bad milder JJR_JJ mild
bad worst mild JJ_JJS mildest
worst bad mildest JJS_JJ mild
worst worse mildest JJS_JJR milder
worse worst milder JJR_JJS mildest
bad worse weak JJ_JJR weaker
worse bad weaker JJR_JJ weak
bad worst weak JJ_JJS weakest
worst bad weakest JJS_JJ weak
worst worse weakest JJS_JJR weaker
worse worst weaker JJR_JJS weakest
bad worse friendly JJ_JJR friendlier
worse bad friendlier JJR_JJ friendly
bad worse lively JJ_JJR livelier
worse bad livelier JJR_JJ lively
bad worst lively JJ_JJS liveliest
worst bad liveliest JJS_JJ lively
worst worse liveliest JJS_JJR livelier
worse worst livelier JJR_JJS liveliest
bad worst young JJ_JJS youngest
worst bad youngest JJS_JJ young
worst worse youngest JJS_JJR younger
worse worst younger JJR_JJS youngest
few fewer clear JJ_JJR clearer
fewer few clearer JJR_JJ clear
few fewest clear JJ_JJS clearest
fewest few clearest JJS_JJ clear
few fewer friendly JJ_JJR friendlier
fewer few friendlier JJR_JJ friendly
few fewer clean JJ_JJR cleaner
fewer few cleaner JJR_JJ clean
few fewest clean JJ_JJS cleanest
fewest few cleanest JJS_JJ clean
fewest fewer cleanest JJS_JJR cleaner
fewer fewest cleaner JJR_JJS cleanest
few fewer strong JJ_JJR stronger
fewer few stronger JJR_JJ strong
few fewest strong JJ_JJS strongest
fewest few strongest JJS_JJ strong
fewest fewer strongest JJS_JJR stronger
fewer fewest stronger JJR_JJS strongest
few fewer free JJ_JJR freer
fewer few freer JJR_JJ free
big bigger tough JJ_JJR tougher
bigger big tougher JJR_JJ tough
big biggest tough JJ_JJS toughest
biggest big toughest JJS_JJ tough
big bigger funny JJ_JJR funnier
bigger big funnier JJR_JJ funny
big biggest funny JJ_JJS funniest
biggest big funniest JJS_JJ funny
big bigger nice JJ_JJR nicer
bigger big nicer JJR_JJ nice
big biggest nice JJ_JJS nicest
biggest big nicest JJS_JJ nice
big bigger great JJ_JJR greater
bigger big greater JJR_JJ great
big biggest great JJ_JJS greatest
biggest big greatest JJS_JJ great
biggest bigger greatest JJS_JJR greater
bigger biggest greater JJR_JJS greatest
big bigger bold JJ_JJR bolder
bigger big bolder JJR_JJ bold
strong stronger poor JJ_JJR poorer
stronger strong poorer JJR_JJ poor
strong strongest poor JJ_JJS poorest
strongest strong poorest JJS_JJ poor
strongest stronger poorest JJS_JJR poorer
stronger strongest poorer JJR_JJS poorest
strong stronger messy JJ_JJR messier
stronger strong messier JJR_JJ messy
strong strongest long JJ_JJS longest
strongest strong longest JJS_JJ long
strongest stronger longest JJS_JJR longer
stronger strongest longer JJR_JJS longest
strong stronger hard JJ_JJR harder
stronger strong harder JJR_JJ hard
strong strongest hard JJ_JJS hardest
strongest strong hardest JJS_JJ hard
strongest stronger hardest JJS_JJR harder
stronger strongest harder JJR_JJS hardest
strong stronger wise JJ_JJR wiser
stronger strong wiser JJR_JJ wise
strong strongest wise JJ_JJS wisest
strongest strong wisest JJS_JJ wise
strongest stronger wisest JJS_JJR wiser
stronger strongest wiser JJR_JJS wisest
close closer early JJ_JJR earlier
closer close earlier JJR_JJ early
close closest early JJ_JJS earliest
closest close earliest JJS_JJ early
closest closer earliest JJS_JJR earlier
closer closest earlier JJR_JJS earliest
close closer sad JJ_JJR sadder
closer close sadder JJR_JJ sad
close closest sad JJ_JJS saddest
closest close saddest JJS_JJ sad
closest closer saddest JJS_JJR sadder
closer closest sadder JJR_JJS saddest
close closer dark JJ_JJR darker
closer close darker JJR_JJ dark
close closest dark JJ_JJS darkest
closest close darkest JJS_JJ dark
closest closer darkest JJS_JJR darker
closer closest darker JJR_JJS darkest
close closer quick JJ_JJR quicker
closer close quicker JJR_JJ quick
close closest quick JJ_JJS quickest
closest close quickest JJS_JJ quick
closest closer quickest JJS_JJR quicker
closer closest quicker JJR_JJS quickest
close closer bright JJ_JJR brighter
closer close brighter JJR_JJ bright
close closest bright JJ_JJS brightest
closest close brightest JJS_JJ bright
closest closer brightest JJS_JJR brighter
closer closest brighter JJR_JJS brightest
broad broader cheap JJ_JJR cheaper
broader broad cheaper JJR_JJ cheap
broad broadest cheap JJ_JJS cheapest
broadest broad cheapest JJS_JJ cheap
broad broader high JJ_JJR higher
broader broad higher JJR_JJ high
broad broadest high JJ_JJS highest
broadest broad highest JJS_JJ high
broadest broader highest JJS_JJR higher
broader broadest higher JJR_JJS highest
broad broader fair JJ_JJR fairer
broader broad fairer JJR_JJ fair
broad broadest fair JJ_JJS fairest
broadest broad fairest JJS_JJ fair
broad broader wise JJ_JJR wiser
broader broad wiser JJR_JJ wise
broad broadest wise JJ_JJS wisest
broadest broad wisest JJS_JJ wise
broad broader tall JJ_JJR taller
broader broad taller JJR_JJ tall
broad broadest tall JJ_JJS tallest
broadest broad tallest JJS_JJ tall
hard harder poor JJ_JJR poorer
harder hard poorer JJR_JJ poor
hard hardest poor JJ_JJS poorest
hardest hard poorest JJS_JJ poor
hardest harder poorest JJS_JJR poorer
harder hardest poorer JJR_JJS poorest
hard harder messy JJ_JJR messier
harder hard messier JJR_JJ messy
hard harder busy JJ_JJR busier
harder hard busier JJR_JJ busy
hard hardest busy JJ_JJS busiest
hardest hard busiest JJS_JJ busy
hardest harder busiest JJS_JJR busier
harder hardest busier JJR_JJS busiest
hard harder tall JJ_JJR taller
harder hard taller JJR_JJ tall
hard hardest tall JJ_JJS tallest
hardest hard tallest JJS_JJ tall
hardest harder tallest JJS_JJR taller
harder hardest taller JJR_JJS tallest
tough tougher high JJ_JJR higher
tougher tough higher JJR_JJ high
tough toughest high JJ_JJS highest
toughest tough highest JJS_JJ high
toughest tougher highest JJS_JJR higher
tougher toughest higher JJR_JJS highest
tough tougher slow JJ_JJR slower
tougher tough slower JJR_JJ slow
tough toughest slow JJ_JJS slowest
toughest tough slowest JJS_JJ slow
tough tougher old JJ_JJR older
tougher tough older JJR_JJ old
tough toughest old JJ_JJS oldest
toughest tough oldest JJS_JJ old
toughest tougher oldest JJS_JJR older
tougher toughest older JJR_JJS oldest
tough tougher strong JJ_JJR stronger
tougher tough stronger JJR_JJ strong
tough toughest strong JJ_JJS strongest
toughest tough strongest JJS_JJ strong
toughest tougher strongest JJS_JJR stronger
tougher toughest stronger JJR_JJS strongest
safe safer cheap JJ_JJR cheaper
safer safe cheaper JJR_JJ cheap
safe safest cheap JJ_JJS cheapest
safest safe cheapest JJS_JJ cheap
safe safest bloody JJ_JJS bloodiest
safest safe bloodiest JJS_JJ bloody
safe safer wild JJ_JJR wilder
safer safe wilder JJR_JJ wild
safe safest wild JJ_JJS wildest
safest safe wildest JJS_JJ wild
safe safer easy JJ_JJR easier
safer safe easier JJR_JJ easy
safe safest easy JJ_JJS easiest
safest safe easiest JJS_JJ easy
deep deeper rough JJ_JJR rougher
deeper deep rougher JJR_JJ rough
deep deeper fresh JJ_JJR fresher
deeper deep fresher JJR_JJ fresh
deep deeper harsh JJ_JJR harsher
deeper deep harsher JJR_JJ harsh
deep deepest harsh JJ_JJS harshest
deepest deep harshest JJS_JJ harsh
deepest deeper harshest JJS_JJR harsher
deeper deepest harsher JJR_JJS harshest
deep deeper lucky JJ_JJR luckier
deeper deep luckier JJR_JJ lucky
deep deepest lucky JJ_JJS luckiest
deepest deep luckiest JJS_JJ lucky
deepest deeper luckiest JJS_JJR luckier
deeper deepest luckier JJR_JJS luckiest
deep deeper tall JJ_JJR taller
deeper deep taller JJR_JJ tall
deep deepest tall JJ_JJS tallest
deepest deep tallest JJS_JJ tall
deepest deeper tallest JJS_JJR taller
deeper deepest taller JJR_JJS tallest
wide wider fat JJ_JJR fatter
wider wide fatter JJR_JJ fat
wide wider smooth JJ_JJR smoother
wider wide smoother JJR_JJ smooth
wide wider fresh JJ_JJR fresher
wider wide fresher JJR_JJ fresh
wide wider short JJ_JJR shorter
wider wide shorter JJR_JJ short
wide widest short JJ_JJS shortest
widest wide shortest JJS_JJ short
widest wider shortest JJS_JJR shorter
wider widest shorter JJR_JJS shortest
wide wider clean JJ_JJR cleaner
wider wide cleaner JJR_JJ clean
wide widest clean JJ_JJS cleanest
widest wide cleanest JJS_JJ clean
widest wider cleanest JJS_JJR cleaner
wider widest cleaner JJR_JJS cleanest
cheap cheaper full JJ_JJR fuller
cheaper cheap fuller JJR_JJ full
cheap cheapest full JJ_JJS fullest
cheapest cheap fullest JJS_JJ full
cheap cheaper firm JJ_JJR firmer
cheaper cheap firmer JJR_JJ firm
cheap cheaper good JJ_JJR better
cheaper cheap better JJR_JJ good
cheap cheapest good JJ_JJS best
cheapest cheap best JJS_JJ good
cheapest cheaper best JJS_JJR better
cheaper cheapest better JJR_JJS best
cheap cheaper long JJ_JJR longer
cheaper cheap longer JJR_JJ long
cheap cheapest long JJ_JJS longest
cheapest cheap longest JJS_JJ long
cheapest cheaper longest JJS_JJR longer
cheaper cheapest longer JJR_JJS longest
fastest faster green JJ_JJR greener
faster fastest greener JJR_JJ green
fastest faster nice JJ_JJR nicer
faster fastest nicer JJR_JJ nice
fastest fast nice JJ_JJS nicest
fast fastest nicest JJS_JJ nice
fast faster nicest JJS_JJR nicer
faster fast nicer JJR_JJS nicest
fastest faster slick JJ_JJR slicker
faster fastest slicker JJR_JJ slick
slow slower sad JJ_JJR sadder
slower slow sadder JJR_JJ sad
slow slowest sad JJ_JJS saddest
slowest slow saddest JJS_JJ sad
slow slower nice JJ_JJR nicer
slower slow nicer JJR_JJ nice
slow slowest nice JJ_JJS nicest
slowest slow nicest JJS_JJ nice
slow slower soft JJ_JJR softer
slower slow softer JJR_JJ soft
slow slowest soft JJ_JJS softest
slowest slow softest JJS_JJ soft
new newer green JJ_JJR greener
newer new greener JJR_JJ green
new newer clear JJ_JJR clearer
newer new clearer JJR_JJ clear
new newest clear JJ_JJS clearest
newest new clearest JJS_JJ clear
new newer healthy JJ_JJR healthier
newer new healthier JJR_JJ healthy
new newest healthy JJ_JJS healthiest
newest new healthiest JJS_JJ healthy
new newer fastest JJ_JJR faster
newer new faster JJR_JJ fastest
new newest fastest JJ_JJS fast
newest new fast JJS_JJ fastest
newest newer fast JJS_JJR faster
newer newest faster JJR_JJS fast
new newer free JJ_JJR freer
newer new freer JJR_JJ free
short shortest mean JJ_JJS meanest
shortest short meanest JJS_JJ mean
short shorter firm JJ_JJR firmer
shorter short firmer JJR_JJ firm
short shorter big JJ_JJR bigger
shorter short bigger JJR_JJ big
short shortest big JJ_JJS biggest
shortest short biggest JJS_JJ big
shortest shorter biggest JJS_JJR bigger
shorter shortest bigger JJR_JJS biggest
short shorter deep JJ_JJR deeper
shorter short deeper JJR_JJ deep
short shortest deep JJ_JJS deepest
shortest short deepest JJS_JJ deep
shortest shorter deepest JJS_JJR deeper
shorter shortest deeper JJR_JJS deepest
light lighter gentle JJ_JJR gentler
lighter light gentler JJR_JJ gentle
light lightest gentle JJ_JJS gentlest
lightest light gentlest JJS_JJ gentle
light lighter low JJ_JJR lower
lighter light lower JJR_JJ low
light lightest low JJ_JJS lowest
lightest light lowest JJS_JJ low
lightest lighter lowest JJS_JJR lower
lighter lightest lower JJR_JJS lowest
light lighter fancy JJ_JJR fancier
lighter light fancier JJR_JJ fancy
light lighter clean JJ_JJR cleaner
lighter light cleaner JJR_JJ clean
light lightest clean JJ_JJS cleanest
lightest light cleanest JJS_JJ clean
lightest lighter cleanest JJS_JJR cleaner
lighter lightest cleaner JJR_JJS cleanest
weak weaker steady JJ_JJR steadier
weaker weak steadier JJR_JJ steady
weak weaker poor JJ_JJR poorer
weaker weak poorer JJR_JJ poor
weak weakest poor JJ_JJS poorest
weakest weak poorest JJS_JJ poor
weak weaker fastest JJ_JJR faster
weaker weak faster JJR_JJ fastest
weak weakest fastest JJ_JJS fast
weakest weak fast JJS_JJ fastest
weakest weaker fast JJS_JJR faster
weaker weakest faster JJR_JJS fast
weak weaker clean JJ_JJR cleaner
weaker weak cleaner JJR_JJ clean
weak weakest clean JJ_JJS cleanest
weakest weak cleanest JJS_JJ clean
weakest weaker cleanest JJS_JJR cleaner
weaker weakest cleaner JJR_JJS cleanest
weak weaker soft JJ_JJR softer
weaker weak softer JJR_JJ soft
weak weakest soft JJ_JJS softest
weakest weak softest JJS_JJ soft
clean cleaner rich JJ_JJR richer
cleaner clean richer JJR_JJ rich
clean cleanest rich JJ_JJS richest
cleanest clean richest JJS_JJ rich
cleanest cleaner richest JJS_JJR richer
cleaner cleanest richer JJR_JJS richest
clean cleaner light JJ_JJR lighter
cleaner clean lighter JJR_JJ light
clean cleanest light JJ_JJS lightest
cleanest clean lightest JJS_JJ light
cleanest cleaner lightest JJS_JJR lighter
cleaner cleanest lighter JJR_JJS lightest
clean cleaner simple JJ_JJR simpler
cleaner clean simpler JJR_JJ simple
clean cleanest simple JJ_JJS simplest
cleanest clean simplest JJS_JJ simple
cleanest cleaner simplest JJS_JJR simpler
cleaner cleanest simpler JJR_JJS simplest
clean cleaner messy JJ_JJR messier
cleaner clean messier JJR_JJ messy
clean cleaner friendly JJ_JJR friendlier
cleaner clean friendlier JJR_JJ friendly
strict stricter high JJ_JJR higher
stricter strict higher JJR_JJ high
strict strictest high JJ_JJS highest
strictest strict highest JJS_JJ high
strictest stricter highest JJS_JJR higher
stricter strictest higher JJR_JJS highest
strict stricter great JJ_JJR greater
stricter strict greater JJR_JJ great
strict strictest great JJ_JJS greatest
strictest strict greatest JJS_JJ great
strictest stricter greatest JJS_JJR greater
stricter strictest greater JJR_JJS greatest
harsh harsher tough JJ_JJR tougher
harsher harsh tougher JJR_JJ tough
harsh harshest tough JJ_JJS toughest
harshest harsh toughest JJS_JJ tough
harsh harsher strict JJ_JJR stricter
harsher harsh stricter JJR_JJ strict
harsh harshest strict JJ_JJS strictest
harshest harsh strictest JJS_JJ strict
harsh harsher stiff JJ_JJR stiffer
harsher harsh stiffer JJR_JJ stiff
harsh harsher risky JJ_JJR riskier
harsher harsh riskier JJR_JJ risky
harsh harsher strong JJ_JJR stronger
harsher harsh stronger JJR_JJ strong
harsh harshest strong JJ_JJS strongest
harshest harsh strongest JJS_JJ strong
harshest harsher strongest JJS_JJR stronger
harsher harshest stronger JJR_JJS strongest
tight tighter lean JJ_JJR leaner
tighter tight leaner JJR_JJ lean
tight tighter big JJ_JJR bigger
tighter tight bigger JJR_JJ big
simple simpler warm JJ_JJR warmer
simpler simple warmer JJR_JJ warm
simple simplest warm JJ_JJS warmest
simplest simple warmest JJS_JJ warm
simple simpler rough JJ_JJR rougher
simpler simple rougher JJR_JJ rough
simple simpler hard JJ_JJR harder
simpler simple harder JJR_JJ hard
simple simplest hard JJ_JJS hardest
simplest simple hardest JJS_JJ hard
simplest simpler hardest JJS_JJR harder
simpler simplest harder JJR_JJS hardest
simple simpler close JJ_JJR closer
simpler simple closer JJR_JJ close
simple simplest close JJ_JJS closest
simplest simple closest JJS_JJ close
simplest simpler closest JJS_JJR closer
simpler simplest closer JJR_JJS closest
poor poorer green JJ_JJR greener
poorer poor greener JJR_JJ green
poor poorer kind JJ_JJR kinder
poorer poor kinder JJR_JJ kind
poor poorer sad JJ_JJR sadder
poorer poor sadder JJR_JJ sad
poor poorest sad JJ_JJS saddest
poorest poor saddest JJS_JJ sad
poor poorer quick JJ_JJR quicker
poorer poor quicker JJR_JJ quick
poor poorest quick JJ_JJS quickest
poorest poor quickest JJS_JJ quick
poor poorer stiff JJ_JJR stiffer
poorer poor stiffer JJR_JJ stiff
clear clearer weak JJ_JJR weaker
clearer clear weaker JJR_JJ weak
clear clearest weak JJ_JJS weakest
clearest clear weakest JJS_JJ weak
clear clearer slick JJ_JJR slicker
clearer clear slicker JJR_JJ slick
clear clearer close JJ_JJR closer
clearer clear closer JJR_JJ close
clear clearest close JJ_JJS closest
clearest clear closest JJS_JJ close
clearest clearer closest JJS_JJR closer
clearer clearest closer JJR_JJS closest
clear clearer old JJ_JJR older
clearer clear older JJR_JJ old
clear clearest old JJ_JJS oldest
clearest clear oldest JJS_JJ old
clearest clearer oldest JJS_JJR older
clearer clearest older JJR_JJS oldest
clear clearer wise JJ_JJR wiser
clearer clear wiser JJR_JJ wise
clear clearest wise JJ_JJS wisest
clearest clear wisest JJS_JJ wise
quick quicker cheap JJ_JJR cheaper
quicker quick cheaper JJR_JJ cheap
quick quickest cheap JJ_JJS cheapest
quickest quick cheapest JJS_JJ cheap
quick quicker simple JJ_JJR simpler
quicker quick simpler JJR_JJ simple
quick quickest simple JJ_JJS simplest
quickest quick simplest JJS_JJ simple
quick quicker fresh JJ_JJR fresher
quicker quick fresher JJR_JJ fresh
quick quicker bold JJ_JJR bolder
quicker quick bolder JJR_JJ bold
quick quicker clean JJ_JJR cleaner
quicker quick cleaner JJR_JJ clean
quick quickest clean JJ_JJS cleanest
quickest quick cleanest JJS_JJ clean
quickest quicker cleanest JJS_JJR cleaner
quicker quickest cleaner JJR_JJS cleanest
heavy heavier poor JJ_JJR poorer
heavier heavy poorer JJR_JJ poor
heavy heaviest poor JJ_JJS poorest
heaviest heavy poorest JJS_JJ poor
heavy heavier messy JJ_JJR messier
heavier heavy messier JJR_JJ messy
heavy heavier narrow JJ_JJR narrower
heavier heavy narrower JJR_JJ narrow
heavy heaviest narrow JJ_JJS narrowest
heaviest heavy narrowest JJS_JJ narrow
heavy heavier risky JJ_JJR riskier
heavier heavy riskier JJR_JJ risky
rich richer steady JJ_JJR steadier
richer rich steadier JJR_JJ steady
rich richest mean JJ_JJS meanest
richest rich meanest JJS_JJ mean
happy happier mild JJ_JJR milder
happier happy milder JJR_JJ mild
happy happiest mild JJ_JJS mildest
happiest happy mildest JJS_JJ mild
happy happier early JJ_JJR earlier
happier happy earlier JJR_JJ early
happy happiest early JJ_JJS earliest
happiest happy earliest JJS_JJ early
happy happier fastest JJ_JJR faster
happier happy faster JJR_JJ fastest
happy happiest fastest JJ_JJS fast
happiest happy fast JJS_JJ fastest
happiest happier fast JJS_JJR faster
happier happiest faster JJR_JJS fast
happy happier great JJ_JJR greater
happier happy greater JJR_JJ great
happy happiest great JJ_JJS greatest
happiest happy greatest JJS_JJ great
happiest happier greatest JJS_JJR greater
happier happiest greater JJR_JJS greatest
dark darker rich JJ_JJR richer
darker dark richer JJR_JJ rich
dark darkest rich JJ_JJS richest
darkest dark richest JJS_JJ rich
dark darker thin JJ_JJR thinner
darker dark thinner JJR_JJ thin
dark darker rough JJ_JJR rougher
darker dark rougher JJR_JJ rough
dark darker lucky JJ_JJR luckier
darker dark luckier JJR_JJ lucky
dark darkest lucky JJ_JJS luckiest
darkest dark luckiest JJS_JJ lucky
soft softer tight JJ_JJR tighter
softer soft tighter JJR_JJ tight
soft softer kind JJ_JJR kinder
softer soft kinder JJR_JJ kind
soft softer messy JJ_JJR messier
softer soft messier JJR_JJ messy
soft softer deep JJ_JJR deeper
softer soft deeper JJR_JJ deep
soft softest deep JJ_JJS deepest
softest soft deepest JJS_JJ deep
softest softer deepest JJS_JJR deeper
softer softest deeper JJR_JJS deepest
warm warmer low JJ_JJR lower
warmer warm lower JJR_JJ low
warm warmest low JJ_JJS lowest
warmest warm lowest JJS_JJ low
warmest warmer lowest JJS_JJR lower
warmer warmest lower JJR_JJS lowest
warm warmer narrow JJ_JJR narrower
warmer warm narrower JJR_JJ narrow
warm warmest narrow JJ_JJS narrowest
warmest warm narrowest JJS_JJ narrow
warm warmer lean JJ_JJR leaner
warmer warm leaner JJR_JJ lean
warm warmer young JJ_JJR younger
warmer warm younger JJR_JJ young
warm warmest young JJ_JJS youngest
warmest warm youngest JJS_JJ young
warmest warmer youngest JJS_JJR younger
warmer warmest younger JJR_JJS youngest
stiff stiffer small JJ_JJR smaller
stiffer stiff smaller JJR_JJ small
stiff stiffer lean JJ_JJR leaner
stiffer stiff leaner JJR_JJ lean
sharp sharper kind JJ_JJR kinder
sharper sharp kinder JJR_JJ kind
sharp sharper wide JJ_JJR wider
sharper sharp wider JJR_JJ wide
sharp sharpest wide JJ_JJS widest
sharpest sharp widest JJS_JJ wide
sharp sharper firm JJ_JJR firmer
sharper sharp firmer JJR_JJ firm
sharp sharper bright JJ_JJR brighter
sharper sharp brighter JJR_JJ bright
sharp sharpest bright JJ_JJS brightest
sharpest sharp brightest JJS_JJ bright
narrow narrower steady JJ_JJR steadier
